Station,Earthquake_code,maxa,maxv,maxd,nStory,height,year,strutype,Magnitude,Epicentral Distance (km),Vs30 (m/sec),Peak Ground Acceleration (PGA),Peak Ground Velocity (PGV),Peak Ground Displacement (PGD),Vmax/Amax,Acceleration Root Mean Square(ARMS),Velocity Root Mean Square(VRMS),Displacement Root Mean Square(DRMS),Cumulative Absolute Velocity (CAV),Cumulative Absolute Displacement (CAD),Cumulative Absolute Energy (CAI),Significant Duration,Bracketed Duration,Peak Spectral Acceleration (SPA),Peak Spectral Velocity (SPV),Characteristic Intensity (Ic),Acceleration Spectrum Intensity (ASI),Velocity Spectrum Intensity (VSI),Predominant Period (Tp),Arias Intensity
CE58235,nc73512355,0.0654177,0.00286077,0.000175805,1,10.0584,1971,C2,4.2,56.4,348,0.0340466,0.001429753,0.000830197,0.041994004,0.003324573,0.000172445,0.000474962,0.09622166,0.006904239,0.026049384,8.97,0,0.145609644,0.005904198,0.001521507,0.029976906,0.005453296,0.25,0.000111497
CE58262,nc40204628,0.143907,0.00533216,0.000346039,2,7.0104,1973,C2,5.5,82.6,628,0.0559048,0.003555536,0.000316256,0.063599841,0.00768141,0.000478817,7.47E-05,0.243637067,0.016775155,0.002959139,21.7,0,0.187197962,0.009967973,0.005037968,0.052976243,0.012750651,0.1,0.000529079
CE58262,nc72282711,0.392743,0.0195116,0.00201592,2,7.0104,1973,C2,6,60,628,0.216346,0.010334211,0.001765408,0.047767052,0.020406882,0.001387248,0.00057891,0.595491184,0.057133761,0.027006835,11.87,2.53,0.899233766,0.036423971,0.024039169,0.193127743,0.038506224,0.26,0.00453433
CE58262,nc72948801,0.196146,0.0055309,0.000204306,2,7.0104,1973,C2,4.4,62,628,0.0579461,0.001840884,0.000105545,0.031768898,0.005789574,0.000203393,1.74E-05,0.144440882,0.006067837,0.000810575,9.855,0,0.252909424,0.008426792,0.003551621,0.044525957,0.006420696,0.2,0.000348865
CE58262,nc73740051,0.128801,0.00351076,0.000122037,2,7.0104,1973,C2,4.1,68.2,628,0.0682154,0.001888215,8.87E-05,0.027680193,0.003254699,9.99E-05,4.10E-05,0.047388277,0.002036545,0.002197199,1.295,0,0.255988018,0.00759358,0.00146205,0.033898818,0.005668335,0.18,0.000105163
CE58262,nc73952475,0.381472,0.0129246,0.000577277,2,7.0104,1973,C2,3.7,13.3,628,0.207316,0.005488195,0.000362819,0.026472605,0.007780493,0.000265837,3.16E-05,0.094132166,0.00406262,0.001511085,1.235,0.235,0.520548777,0.014560483,0.00540389,0.094730988,0.016934101,0.07,0.000600975
CE58348,nc40194055,0.570367,0.0325992,0.00233003,3,12.192,1972,C2,4.2,14.8,257,0.559563,0.022292054,0.001792419,0.039838328,0.0274527,0.001383146,0.000110502,0.598154856,0.033810013,0.003176419,8.37,2.24,1.293539355,0.051232382,0.037231883,0.3625815,0.065384063,0.18,0.008085294
CE58348,nc40199209,0.0814569,0.00665963,0.000781849,3,12.192,1972,C2,4.2,4.5,257,0.0528417,0.004424455,0.000697753,0.083730365,0.007431877,0.000759084,0.00013299,0.211659157,0.021790187,0.003839788,15.745,0,0.180758881,0.016803891,0.004794483,0.050873443,0.024668539,0.17,0.000495263
CE58348,nc40204628,0.150003,0.017074,0.00263675,3,12.192,1972,C2,5.5,56.8,257,0.109884,0.013855775,0.002313848,0.126094567,0.014822158,0.001845168,0.000363747,0.508345918,0.063782142,0.013374912,23.815,0.07,0.394209427,0.041694298,0.014323114,0.069504098,0.051503204,0.63,0.002216227
CE58348,nc51207740,0.296973,0.0184594,0.00189279,3,12.192,1972,C2,4.1,19.2,257,0.27314,0.015028133,0.001590411,0.055019892,0.020105688,0.001361491,0.000126422,0.495037179,0.036081668,0.003550265,8.65,5.03,0.697891622,0.041369671,0.022807012,0.210264632,0.053379268,0.28,0.004142559
CE58348,nc71667366,0.134212,0.00791196,0.000753675,3,12.192,1972,C2,4,11.2,257,0.109235,0.005488296,0.000597274,0.050243016,0.008717132,0.000675238,6.82E-05,0.220405504,0.017649032,0.001875555,10.68,0.025,0.216015926,0.02105357,0.006304288,0.070192835,0.022053151,0.26,0.000730045
CE58348,nc71746766,0.085153,0.00452628,0.000358658,3,12.192,1972,C2,4,22.1,257,0.0519467,0.002590749,0.000257032,0.049873213,0.007507705,0.000492259,4.95E-05,0.21363828,0.014914206,0.001711241,15.705,0,0.249523095,0.011309191,0.00491132,0.061033138,0.012036962,0.24,0.000514446
CE58348,nc72282711,0.556378,0.0424474,0.00728968,3,12.192,1972,C2,6,51,257,0.349737,0.02968834,0.005830954,0.084887617,0.048567116,0.005370269,0.001455785,2.160996114,0.272442215,0.083298053,24.3,19.29,1.405288891,0.134926209,0.09809641,0.317254654,0.143226117,0.6,0.031725961
CE58348,nc72424876,0.192477,0.00590265,0.000298493,3,12.192,1972,C2,3.6,12.7,257,0.131254,0.003930216,0.000209412,0.029943587,0.007867156,0.000329583,2.49E-05,0.133892555,0.007103326,0.000810579,5.26,0.1,0.53959162,0.013146101,0.005221805,0.088214382,0.012334956,0.15,0.000554976
CE58348,nc72439615,0.121788,0.00699927,0.000444507,3,12.192,1972,C2,3.6,30.1,257,0.0927946,0.00589849,0.000295334,0.063565012,0.009177239,0.000486102,4.74E-05,0.19449153,0.011794303,0.001846298,7.97,0,0.357014289,0.016075025,0.006695485,0.085020266,0.017662308,0.28,0.000782173
CE58348,nc72507396,0.166792,0.00934676,0.00118369,3,12.192,1972,C2,4,19.4,257,0.130547,0.006598806,0.000894217,0.05054736,0.009562905,0.000836557,0.000108923,0.228132907,0.022074356,0.003004453,11.245,0.63,0.388241586,0.025307791,0.007243699,0.08009719,0.028156809,0.12,0.000878581
CE58348,nc72948801,0.465632,0.0238762,0.0016558,3,12.192,1972,C2,4.4,20,257,0.385236,0.019641228,0.001435804,0.050984922,0.021040941,0.001199789,0.000124011,0.42187543,0.029003946,0.003520517,7.06,2.03,1.071879721,0.036394924,0.024795319,0.245596652,0.061365446,0.15,0.004678699
CE58348,nc73133456,0.0457184,0.00236663,0.000138439,3,12.192,1972,C2,3.4,2.1,257,0.0502548,0.002199723,0.000137819,0.043771402,0.002664592,0.000129512,1.40E-05,0.052267043,0.003073796,0.000610082,7.595,0,0.133887929,0.00521066,0.001083034,0.033047936,0.006620845,0.16,7.05E-05
CE58348,nc73291880,0.468591,0.0389055,0.00315864,3,12.192,1972,C2,4.5,1,257,0.381765,0.029795085,0.00262701,0.078045618,0.032239004,0.002552899,0.000282741,1.013894113,0.087579563,0.010485979,16.26,9.98,1.003511571,0.074032212,0.051450069,0.319986652,0.100143204,0.28,0.01314744
CE58348,nc73510910,0.0852778,0.00530524,0.000453476,3,12.192,1972,C2,3.6,3.3,257,0.0597625,0.004123074,0.000385513,0.068990984,0.005818141,0.000371292,4.02E-05,0.134526885,0.009334947,0.001518071,8.92,0,0.216309713,0.013913726,0.003494397,0.057796451,0.01466515,0.11,0.000336056
CE58348,nc73654060,0.0908997,0.00635073,0.000572193,3,12.192,1972,C2,3.9,19.2,257,0.0602422,0.003138885,0.000325735,0.052104428,0.006171984,0.000491544,5.07E-05,0.165567332,0.014051269,0.001608315,14.76,0,0.221196745,0.012863397,0.00378706,0.049901726,0.014122037,0.12,0.000372075
CE58348,nc73924411,0.0839163,0.00211868,0.000227966,3,12.192,1972,C2,3,3,257,0.0587708,0.001642049,0.000157892,0.02793988,0.003112658,0.000141227,1.13E-05,0.064821384,0.003189413,0.000319395,6.165,0,0.180984585,0.004277691,0.00135632,0.031114965,0.005916008,0.16,9.46E-05
CE58496,nc71667366,1.15931,0.0463506,0.00282792,2,7.3152,1984,S2,4,6.7,342,0.922952,0.022996776,0.001287321,0.024916546,0.033991593,0.001347283,7.68E-05,0.386483485,0.017385156,0.001504977,1.38,1.29,1.811495281,0.068458042,0.048946563,0.423086631,0.071890746,0.22,0.011285576
CE58496,nc71667591,0.530464,0.0308179,0.00153303,2,7.3152,1984,S2,3.8,43.2,342,0.320638,0.012885805,0.000701836,0.040188017,0.02198666,0.000769212,4.73E-05,0.302281451,0.011356226,0.001250866,2.02,1.1,1.443559574,0.035444249,0.025041762,0.242068068,0.04241482,0.14,0.004566899
CE58496,nc71671256,0.184404,0.00889434,0.000522102,2,7.3152,1984,S2,3.6,17,342,0.209556,0.006384139,0.000288035,0.030465072,0.011036405,0.000281759,1.59E-05,0.138637641,0.004098942,0.000353406,1.495,0.585,0.94632934,0.012689134,0.008753443,0.083774089,0.017079714,0.06,0.001111683
CE58496,nc71746766,0.746508,0.0351997,0.00173496,2,7.3152,1984,S2,4,14.1,342,0.444151,0.020426051,0.001164334,0.045988979,0.026197344,0.001044159,6.57E-05,0.40910801,0.01723097,0.001314583,2.19,1.6,1.82415564,0.05681562,0.035221709,0.365076663,0.064836169,0.19,0.007582536
CE58496,nc72282711,0.320651,0.0184162,0.00363826,2,7.3152,1984,S2,6,95.1,342,0.13761,0.008474892,0.003189315,0.061586312,0.01656682,0.001311299,0.000635338,0.608269487,0.056175557,0.028565197,18.49,0.2,0.568071869,0.024723975,0.0180936,0.130089874,0.031836379,0.23,0.003164184
CE58496,nc72948801,0.513358,0.0262435,0.00136566,2,7.3152,1984,S2,4.4,41.5,342,0.50602,0.018429627,0.000945666,0.036420748,0.023994276,0.000808347,5.97E-05,0.399644694,0.014014541,0.001702223,2.925,1.86,1.484176092,0.031134572,0.029965267,0.238917641,0.053531832,0.09,0.005992107
CE58496,nc73133456,0.112301,0.00507867,0.000265827,2,7.3152,1984,S2,3.4,14.3,342,0.0547888,0.002082216,0.000119803,0.038004407,0.003487585,0.00013973,2.00E-05,0.080097342,0.002334285,0.001019258,6.73,0,0.150754496,0.00756177,0.001621747,0.041093535,0.00724412,0.06,0.000120751
CE58496,nc73133716,0.0898904,0.00385952,0.000188408,2,7.3152,1984,S2,3.4,2.9,342,0.0848504,0.001997267,8.28E-05,0.02353869,0.004466646,0.000111139,6.06E-06,0.076883768,0.001594731,0.000133691,2,0,0.374166642,0.005418541,0.002350542,0.032357016,0.006218768,0.08,0.000198064
CE58496,nc73291880,0.117895,0.00604009,0.000326984,2,7.3152,1984,S2,4.5,67.1,342,0.0762082,0.003320939,0.000211513,0.043577192,0.007344672,0.000358845,3.49E-05,0.22429344,0.011120367,0.001162882,14.83,0,0.347700912,0.008805842,0.00503557,0.05868009,0.011367222,0.16,0.00055281
CE58506,nc40194055,0.146861,0.0113042,0.00100639,3,13.716,1984,S1,4.2,6,415,0.0638609,0.003719187,0.00027943,0.058238877,0.007614002,0.000480103,5.08E-05,0.205111751,0.013846179,0.001752232,12.22,0,0.218751135,0.012227013,0.004971798,0.060965561,0.012960322,0.35,0.000519834
CE58506,nc40199209,0.353821,0.0258624,0.00293571,3,13.716,1984,S1,4.2,19.1,415,0.150499,0.009152229,0.000893226,0.06081256,0.015134141,0.001148135,0.000144519,0.376208754,0.032718595,0.00504057,9.89,3.73,0.511550736,0.038377233,0.014777704,0.146888904,0.035540665,0.46,0.002310505
CE58506,nc40204628,0.106365,0.00948107,0.00133616,3,13.716,1984,S1,5.5,60,415,0.0479282,0.003570783,0.000876826,0.074502763,0.008282122,0.000921409,0.00021484,0.289843968,0.032607107,0.007864243,30.26,0,0.180748392,0.013377207,0.005589768,0.045617202,0.020552329,0.25,0.000604083
CE58506,nc51177042,0.114996,0.00721979,0.000602292,3,13.716,1984,S1,3.6,12.7,415,0.0622935,0.003599738,0.000245232,0.057786735,0.007213184,0.000375943,2.77E-05,0.130997343,0.007628529,0.000710857,5.685,0,0.301440998,0.01417162,0.004543304,0.079483626,0.013090351,0.26,0.000458213
CE58506,nc72282711,0.806518,0.063575,0.0104831,3,13.716,1984,S1,6,40.8,415,0.361843,0.025719825,0.008245791,0.071080069,0.040082305,0.005057239,0.002205097,1.860956792,0.301634124,0.134311781,27.26,13.1,1.245263439,0.0729916,0.076970259,0.346244664,0.119625597,0.24,0.023667047
CE58506,nc72948801,0.215802,0.0137098,0.00167673,3,13.716,1984,S1,4.4,12.3,415,0.120254,0.006015433,0.000869293,0.050022729,0.012501606,0.000783825,0.000100005,0.335621622,0.02396956,0.00371896,9.41,0.6,0.546016317,0.023431607,0.011694933,0.125164616,0.027069738,0.26,0.001751784
CE58506,nc73061391,0.105521,0.00646967,0.000688622,3,13.716,1984,S1,3.7,13.6,415,0.0632985,0.003183453,0.000244815,0.050292705,0.003918036,0.000235438,2.09E-05,0.079621154,0.004769908,0.000622104,6.98,0,0.162347644,0.009674854,0.001915436,0.049901926,0.011589797,0.33,0.00014994
CE89473,nc72330211,0.0670299,0.00151652,0.000143012,1,6.7056,1979,URM,4.2,38.6,457,0.0612284,0.001390494,0.000132424,0.022709959,0.003539264,0.00014436,1.64E-05,0.084659526,0.004208848,0.000580675,10.445,0,0.179475873,0.00466095,0.001575664,0.027977213,0.005215967,0.15,0.000112322
CE89473,nc72387946,0.520957,0.0328778,0.00383933,1,6.7056,1979,URM,5.7,48.8,457,0.480298,0.03145705,0.003747352,0.065494859,0.03338208,0.002479165,0.000318224,0.817439735,0.062729179,0.008916698,10.515,6.21,1.198231798,0.068813994,0.047243898,0.333253664,0.110938498,0.15,0.010706041
CE89473,nc72574495,0.217102,0.00866511,0.000467414,1,6.7056,1979,URM,4.3,38.3,457,0.189,0.007980986,0.000421015,0.042227441,0.011380515,0.000442957,3.57E-05,0.171421851,0.008402666,0.001315437,3.665,0.47,0.716270525,0.026417243,0.009166009,0.146830804,0.024995674,0.21,0.001182087
CE89473,nc72664436,0.529507,0.0186187,0.00184924,1,6.7056,1979,URM,4.8,24.3,457,0.485117,0.017850974,0.001729765,0.036797256,0.023284667,0.001332711,0.000132324,0.493506285,0.033944429,0.003944864,7.725,1.625,1.138739117,0.042588275,0.027522043,0.269201204,0.053238738,0.18,0.005208854
CE89473,nc72733405,0.0666944,0.00175334,0.000218206,1,6.7056,1979,URM,4.4,38.8,457,0.05918,0.001727036,0.000205976,0.029182764,0.005622565,0.000219464,2.40E-05,0.141000573,0.006418786,0.000792018,11.52,0,0.276360259,0.005790604,0.003265708,0.037340243,0.007118181,0.11,0.000303718
CE89473,nc72988726,0.255887,0.0106841,0.00106103,1,6.7056,1979,URM,4.4,27.8,457,0.241208,0.01019726,0.000988475,0.042275795,0.014273941,0.000726269,8.69E-05,0.343310272,0.021993951,0.00319719,11.575,0.695,0.75271906,0.025351795,0.013642873,0.176914136,0.029728452,0.16,0.002087943
CE89473,nc72988926,0.162083,0.00653526,0.000490008,1,6.7056,1979,URM,4.7,35.5,457,0.149206,0.006311654,0.000481998,0.042301607,0.010967744,0.000409171,3.71E-05,0.297572051,0.01291236,0.001388969,12.48,0.16,0.515293999,0.016109094,0.009678435,0.109461825,0.018759118,0.15,0.001367552
CE89473,nc73139111,0.0578858,0.00191209,0.000217718,1,6.7056,1979,URM,4.3,43.2,457,0.0534362,0.001780803,0.000212851,0.033325781,0.003481467,0.000205964,3.03E-05,0.093795522,0.00684028,0.001121146,12.225,0,0.235926475,0.005438507,0.001617481,0.032341969,0.006668957,0.15,0.000120328
CE89473,nc73184841,0.120069,0.00278968,0.000150097,1,6.7056,1979,URM,3.8,19.7,457,0.105223,0.002512774,0.000145707,0.023880463,0.004371485,0.000131653,9.90E-06,0.076099938,0.002660693,0.00038205,6.305,0.015,0.365874985,0.007645538,0.002257399,0.043658753,0.007362343,0.12,0.000186655
CE89473,nc73201181,0.121925,0.0201568,0.00699586,1,6.7056,1979,URM,5.6,60.1,457,0.116488,0.019530442,0.006824488,0.167660547,0.019859219,0.004225957,0.001288275,0.808943178,0.174894679,0.053350112,23.54,8.93,0.440578945,0.098850208,0.024874639,0.111513954,0.124036934,0.2,0.004988871
CE89473,nc73351710,0.171681,0.0121319,0.00153269,1,6.7056,1979,URM,5.8,91.3,457,0.161305,0.011787431,0.001481794,0.073075421,0.019568105,0.001992986,0.00035055,0.745382179,0.082988569,0.015359204,25.2,8.46,0.563287658,0.049457979,0.023064939,0.127357454,0.049976635,0.1,0.004353181
CE89473,nc73351825,0.0489112,0.00256765,0.000180138,1,6.7056,1979,URM,4.9,111.9,457,0.0479327,0.002497495,0.000186406,0.052104198,0.004860615,0.000260933,2.97E-05,0.154371015,0.008780167,0.001200716,14.85,0,0.187061042,0.006110215,0.002646682,0.036434082,0.008453177,0.11,0.000230761
CE89473,nc73355700,0.568976,0.0246741,0.00256032,1,6.7056,1979,URM,5.2,37.3,457,0.56151,0.023959254,0.002542165,0.042669327,0.030769128,0.001654763,0.000220037,0.738240723,0.051510768,0.00814356,9.04,6.42,1.768820138,0.068026967,0.046114151,0.391061582,0.072468501,0.23,0.011066343
CE89473,nc73666231,1.02516,0.0851054,0.0135283,1,6.7056,1979,URM,6.2,47.4,457,0.907086,0.083231343,0.013405804,0.091756838,0.061058343,0.006040476,0.00162848,2.715930044,0.314742914,0.108196873,13.76,26.33,2.549760946,0.248039521,0.168683469,0.704501278,0.2940701,0.35,0.074619254
CE89473,nc73798306,0.10864,0.00328969,0.000228888,1,6.7056,1979,URM,4.1,0.8,457,0.100025,0.003157835,0.000213201,0.031570453,0.005614393,0.000184823,1.57E-05,0.104137014,0.004094217,0.000583059,4.395,0.005,0.404964695,0.009949595,0.003312455,0.053536483,0.009149747,0.15,0.000312931
CE89473,nc73821036,2.75664,0.174096,0.0233112,1,6.7056,1979,URM,6.4,38.1,457,2.38436,0.16397421,0.022826196,0.068770744,0.151092904,0.013288282,0.004534714,5.419789182,0.713091033,0.265920843,11.88,39,7.15294554,0.385823134,0.607516377,2.06396348,0.518515769,0.16,0.39113149
CE89473,nc73821636,0.201556,0.00861512,0.000660697,1,6.7056,1979,URM,4,6.7,457,0.18075,0.007856632,0.000627192,0.043466843,0.009278825,0.000433625,3.99E-05,0.146656662,0.007623168,0.001145936,4.035,0.32,0.668859698,0.017428643,0.007094304,0.125143812,0.025271172,0.14,0.000868515
CE89473,nc73822026,0.209652,0.0102059,0.000652371,1,6.7056,1979,URM,4.4,16.2,457,0.20146,0.009666039,0.000659307,0.047979942,0.011021311,0.000509248,5.77E-05,0.203249522,0.011831301,0.002079169,4.675,0.63,0.681337987,0.018573994,0.009183752,0.141507765,0.0261786,0.16,0.001225344
CE89473,nc73827571,1.05851,0.0585592,0.00845747,1,6.7056,1979,URM,5.4,24.4,457,1.01567,0.056386486,0.008127917,0.055516542,0.050345865,0.003973746,0.000629885,1.393446101,0.12991635,0.023634573,9.5,10.83,3.047876361,0.116844238,0.103534562,0.627631889,0.197044914,0.12,0.034092415
